Customer_ID	Last_Name	First_Name	Sex	Age	ZIP	Plan	Plan_Start_Date	Customer_Since	Salesman_EID
1076.0	Reyes	Miranda	F	77	97406	Basic	2022-03-22	2008-04-23	137201
1077.0	Zamora	Lois	F	36	97490	Basic	2023-04-04	2009-08-22	827984
1078.0	Sánchez	Kathleen	F	48	97311	Platinum	2023-01-08	2018-09-21	104096
1079.0	Salas	Elena	F	24	97454	Basic	2023-04-13	2008-04-06	9132
1081.0	Gómez	Billie	F	60	97293	Platinum	2023-11-10	2015-01-07	44601
1082.0	Gomez	Violet	F	32	97363	Obsidian	2023-10-02	2012-12-16	111159
1084.0	Aguilar	Ronnie	M	69	97202	Gold	2023-09-22	2017-06-14	297649
1085.0	Ayala	Serenity	F	32	97230	Basic	2023-02-10	2014-04-24	230437
1086.0	Alvarado	Jeremy	M	49	97145	Basic	2023-06-05	2017-06-12	35326
1087.0	Brown	Gregory	M	74	97351	Gold	2022-10-19	2018-06-18	109772
1088.0	Pacheco	Darryl	M	50	97119	Gold	2023-02-22	2017-12-26	893970
1089.0	Pérez	Bradley	M	34	97402	Basic	2023-04-13	2005-03-27	234163
1090.0	Valencia	Andres	M	74	97279	Basic	2023-08-20	2017-12-18	434579
1091.0	Díaz	Joyce	F	25	97143	Basic	2023-07-19	2004-06-26	893870
1092.0	González	Pamela	F	28	97441	Basic	2023-04-18	2017-03-10	394693
1093.0	Jones	Isaac	M	69	97326	Gold	2022-03-10	2016-04-26	98775
1094.0	Jenkins	Yvette	F	68	97466	Basic	2022-03-24	2017-07-17	497465
1095.0	Moreno	Megan	F	36	97169	Gold	2023-04-24	2005-12-01	994809
1096.0	Rojas	Hannah	F	29	97348	Platinum	2022-12-17	2018-01-05	721204
1097.0	Ríos	Arlene	F	25	97157	Basic	2023-01-19	2010-01-19	468512
1098.0	Baker	Jonathon	M	75	97487	Gold	2023-04-10	2022-08-20	209168
1099.0	Moreno	Malachi	M	28	97148	Gold	2023-03-03	2003-06-22	7717
1100.0	Ruíz	Declan	M	46	97393	Platinum	2023-09-12	2010-01-02	897100
1101.0	Allen	Quinn	F	35	97495	Platinum	2022-12-06	2017-06-24	987672
1102.0	Guzmán	Sonya	F	40	97428	Basic	2023-09-24	2005-06-18	69217
1103.0	Sánchez	Max	M	34	97363	Basic	2022-10-26	2020-01-11	460371
1104.0	Marroquín	Lillie	F	71	97196	Platinum	2022-07-19	2011-08-28	295099
1105.0	Harris	Joanna	F	46	97312	Gold	2023-09-08	2017-08-22	172099
1106.0	Ramirez	Colin	M	49	97457	Gold	2022-03-25	2010-06-05	688658
1107.0	Barnes	Rebekah	F	35	97162	Basic	2022-02-21	2011-06-07	471687
1108.0	Hughes	Adalynn	F	32	97278	Basic	2022-05-21	2018-12-25	526449
1110.0	Cervantes	Jorge	M	68	97374	Basic	2023-02-17	2018-02-17	986292
1111.0	Tapia	Brendan	M	46	97298	Basic	2022-04-23	2007-05-18	790748
1112.0	Hernández	Tristan	M	65	97408	Gold	2022-08-03	2013-02-24	662185
1113.0	Méndez	Karina	F	35	97164	Basic	2023-11-28	2015-10-07	198439
1114.0	Edwards	Paulette	F	28	97389	Basic	2023-08-01	2006-03-24	656425
1115.0	Richardson	Devin	M	61	97293	Basic	2023-06-19	2019-08-01	537345
1116.0	García	Amelia	F	36	97356	Gold	2023-04-02	2003-10-26	231852
1117.0	Ward	Bennett	M	19	97303	Infinity	2023-08-24	2022-11-29	209168
1118.0	Portillo	Owen	M	69	97278	Basic	2023-12-07	2022-02-05	268394
1119.0	Gutiérrez	Martha	F	27	97119	Basic	2023-03-15	2006-04-25	135337
1120.0	Williams	Peter	M	58	97314	Basic	2023-07-15	2010-10-29	662185
1121.0	Hernández	Daryl	M	24	97455	Basic	2023-01-25	2015-12-16	363288
1122.0	Wilson	Patti	F	50	97177	Gold	2023-03-03	2006-07-17	956773
1123.0	Rogers	Jayce	M	21	97335	Platinum	2023-03-27	2016-07-12	200187
1124.0	Foster	Renee	F	41	97144	Basic	2023-09-12	2014-07-03	897828
1125.0	Nguyen	Christine	F	38	97314	Basic	2023-09-15	2020-04-17	499213
1126.0	López	Jaime	M	27	97152	Gold	2023-12-30	2022-01-24	135337
1127.0	López	Jaime	F	39	97226	Infinity	2022-07-06	2013-01-20	532019
1128.0	Pérez	Devon	M	19	97316	Platinum	2022-02-05	2009-10-11	885387
1129.0	Parker	Leo	M	63	97118	Basic	2022-02-02	2014-03-23	241748
1130.0	Estrada	Declan	M	44	97450	Basic	2022-01-31	2005-11-12	77610
1131.0	Anderson	Gloria	F	40	97243	Gold	2023-10-12	2007-04-18	231285
1132.0	Brown	Shane	M	59	97341	Basic	2023-07-25	2013-03-25	199224
1135.0	Anderson	Emery	F	43	97306	Gold	2023-10-31	2012-12-17	34674
1136.0	Medina	Stuart	M	66	97224	Gold	2023-02-27	2009-10-04	241748
1137.0	Morales	Sam	M	50	97130	Basic	2023-10-04	2007-02-05	230437
1138.0	Peterson	Santiago	M	34	97431	Gold	2022-08-18	2016-05-17	623265
1139.0	Ward	Anna	F	62	97393	Basic	2023-06-30	2019-03-24	135337
1140.0	Phillips	Angel	M	55	97232	Basic	2023-05-03	2012-07-19	828279
1141.0	Phillips	Angel	F	54	97233	Platinum	2023-12-09	2012-06-13	142749
1142.0	López	Ivan	M	51	97279	Basic	2022-05-15	2010-10-06	13370
1143.0	Rodríguez	Clarence	M	18	97427	Infinity	2022-04-25	2022-03-06	596452
1144.0	White	Brian	M	61	97418	Obsidian	2021-09-02	2003-09-14	502111
1145.0	González	Elise	F	47	97437	Basic	2023-08-24	2022-03-24	371009
1147.0	Williams	Trevor	M	48	97354	Obsidian	2022-06-16	2003-11-19	108813
1148.0	Evans	Billie	F	52	97157	Basic	2023-10-17	2012-11-05	831240
1149.0	Sánchez	Jayla	F	48	97397	Gold	2023-04-21	2020-12-08	632921
1150.0	Morales	Delaney	F	65	97163	Basic	2023-09-23	2014-01-27	463644
1151.0	Ramos	Serenity	F	38	97262	Basic	2022-10-09	2012-02-11	930747
1152.0	Martin	Rosa	F	76	97156	Infinity	2019-10-20	2008-01-01	501466
1153.0	Wood	Ruben	M	62	97457	Basic	2023-04-19	2020-11-16	928485
1154.0	Morales	Mandy	F	63	97414	Gold	2023-12-26	2018-08-12	268667
1155.0	Cook	Roland	M	64	97243	Basic	2023-08-11	2005-06-11	468442
1156.0	Johnson	Leroy	M	46	97374	Basic	2023-04-24	2012-12-16	197090
1157.0	Thompson	Kai	M	45	97153	Obsidian	2023-04-25	2010-09-21	898400
1158.0	Ramos	Frank	M	23	97230	Basic	2022-12-05	2016-10-30	929081
1159.0	González	Wallace	M	40	97320	Basic	2023-07-24	2006-12-22	199619
1160.0	Aguilar	Mckenzie	F	18	97314	Obsidian	2022-11-14	2006-08-30	69217
1161.0	Ortíz	Pedro	M	71	97290	Basic	2023-10-10	2019-08-19	622848
1162.0	MacDonald	Vivian	F	46	97375	Gold	2022-07-08	2013-10-06	434579
1164.0	Guerrero	Colton	M	19	97376	Basic	2023-06-13	2021-05-20	137201
1166.0	Gagnon	Alaina	F	43	97419	Basic	2023-05-22	2019-08-17	994789
1167.0	Gagné	Jazmin	F	54	97299	Gold	2023-12-30	2011-12-09	463304
1168.0	Russell	Toni	F	37	97409	Gold	2023-02-08	2018-06-07	928539
1169.0	Gómez	Hayley	F	28	97185	Platinum	2023-04-27	2010-08-28	629026
1170.0	Pérez	Hadley	F	72	97177	Basic	2023-08-24	2008-10-25	726299
1171.0	Araya	Dwayne	M	43	97426	Basic	2022-07-17	2020-03-06	499213
1172.0	Orozco	Grant	M	25	97488	Basic	2023-12-09	2010-09-10	429810
1173.0	Williams	Wendy	F	28	97385	Basic	2023-11-29	2016-12-25	864715
1174.0	Campbell	Selena	F	65	97409	Basic	2023-07-24	2008-12-13	75662
1175.0	Gray	Sonia	F	66	97190	Basic	2023-03-28	2007-11-11	532019
1176.0	Robinson	Sylvia	F	75	97359	Gold	2023-07-21	2005-11-25	893870
1177.0	Aguilar	Tony	M	43	97307	Obsidian	2023-04-04	2006-10-31	267350
1178.0	Maldonado	Michaela	F	48	97150	Basic	2023-01-17	2007-11-25	335090
1179.0	Pérez	Luca	M	22	97367	Obsidian	2021-06-15	2009-09-30	961825
1181.0	Wood	Andres	M	56	97313	Platinum	2023-03-01	2010-08-19	723516
1182.0	Portillo	Peyton	M	70	97171	Gold	2023-01-14	2015-07-29	236773
1183.0	Portillo	Peyton	F	50	97338	Basic	2022-05-05	2014-12-21	468512
1184.0	Orellana	Sylvia	F	48	97339	Obsidian	2023-12-10	2018-05-07	463677
1185.0	Cabrera	Jody	F	52	97226	Platinum	2022-04-09	2006-10-11	699724
1186.0	Ramírez	Crystal	F	35	97220	Gold	2023-03-07	2010-07-13	699724
1187.0	Padilla	Gloria	F	62	97253	Basic	2023-10-31	2013-12-22	730341
1188.0	Sánchez	Nathan	M	62	97205	Basic	2023-12-14	2018-12-27	397102
1189.0	González	Caleb	M	67	97162	Basic	2023-02-08	2007-05-08	863701
1190.0	Brooks	Gayle	F	42	97388	Basic	2023-10-16	2011-11-24	532016
1191.0	Villalobos	Shaun	M	24	97346	Basic	2023-02-17	2003-07-27	267072
1192.0	Villalobos	Sam	M	24	97404	Basic	2023-09-22	2007-07-18	527783
1193.0	Evans	Elmer	M	51	97473	Platinum	2023-06-19	2020-02-14	208762
1194.0	Vásquez	Belinda	F	51	97121	Gold	2022-11-30	2016-05-15	497465
1195.0	Guzmán	Dwight	M	63	97410	Basic	2023-07-05	2015-05-30	394693
1196.0	García	Don	M	56	97468	Basic	2022-07-04	2006-09-26	700495
1197.0	Stewart	Leon	M	43	97362	Basic	2023-03-21	2014-09-14	9132
1198.0	Fuentes	Dwayne	M	56	97251	Basic	2023-08-14	2017-04-06	536263
1199.0	Álvarez	David	M	40	97169	Gold	2022-05-04	2003-10-03	828598
1200.0	Walker	Barbara	F	36	97454	Basic	2022-05-17	2015-04-19	631538
1201.0	Gonzalez	Joanna	F	41	97399	Basic	2023-05-14	2006-03-22	897828
1202.0	Cabrera	Kenneth	M	63	97129	Basic	2023-12-03	2016-04-28	263270
1203.0	Ibarra	Samuel	M	61	97417	Basic	2023-05-10	2005-10-05	853681
1204.0	Ruíz	Eva	F	64	97423	Basic	2022-09-28	2020-09-08	590995
1205.0	García	Roy	M	32	97442	Platinum	2023-09-10	2003-05-25	201089
1206.0	Miller	Shaun	M	40	97178	Gold	2022-04-14	2009-11-20	201281
1207.0	Vásquez	Paige	F	44	97269	Gold	2022-12-23	2005-11-16	12242
1208.0	Tremblay	Samuel	M	33	97191	Platinum	2023-11-11	2006-07-06	795037
1209.0	Gutierrez	Abraham	M	51	97229	Platinum	2022-11-12	2011-08-14	174858
1210.0	Vargas	Michael	M	41	97334	Basic	2023-05-31	2016-10-13	142267
1211.0	Robinson	Lincoln	M	36	97372	Gold	2023-08-31	2015-06-10	591073
1212.0	First 20	Edna	F	60	97313	Gold	2023-09-26	2020-02-07	956041
1213.0	Fisher	Beverly	F	61	97368	Infinity	2022-11-05	2022-03-21	560715
1214.0	Reyes	Marilyn	F	71	97435	Basic	2023-08-03	2010-06-14	296109
1215.0	Meza	Bailey	F	61	97268	Gold	2022-05-24	2014-06-18	696622
1216.0	Moore	Peyton	M	29	97381	Basic	2023-12-06	2019-11-12	335609
1217.0	Moore	Peyton	F	50	97174	Basic	2023-11-17	2021-06-13	366465
1218.0	Pérez	Rosie	F	50	97218	Basic	2023-12-17	2008-03-11	398412
1219.0	Cox	Mila	F	30	97357	Basic	2022-10-27	2008-09-05	100822
1220.0	Tapia	Connor	M	58	97396	Platinum	2022-06-26	2007-11-12	336151
1221.0	Hernández	Courtney	F	61	97371	Gold	2022-10-11	2009-01-07	273171
1222.0	Cárdenas	Gabriella	F	67	97224	Basic	2023-10-13	2014-05-05	754283
1223.0	Solís	Peggy	F	27	97378	Basic	2023-06-10	2016-10-05	201281
1225.0	Wilson	Aubree	F	30	97236	Basic	2023-06-17	2004-12-17	174298
1226.0	Cruz	Kinsley	F	40	97183	Basic	2023-08-15	2009-01-01	956773
1227.0	Reyes	Bertha	F	40	97134	Platinum	2023-07-26	2007-02-23	730897
1228.0	Powell	Jameson	M	77	97307	Obsidian	2023-03-26	2007-09-24	761635
1229.0	Morales	Nicole	F	58	97271	Platinum	2023-05-02	2019-03-15	399464
1230.0	López	Josiah	M	28	97399	Gold	2023-06-26	2017-05-18	894100
1231.0	Hall	Sierra	F	31	97359	Basic	2023-12-04	2004-10-13	631538
1232.0	Johnson	Misty	F	44	97412	Platinum	2023-05-09	2003-04-09	197090
1233.0	Young	Morgan	F	65	97163	Basic	2023-12-02	2020-05-03	98775
1234.0	Mendoza	Grayson	M	68	97357	Basic	2022-10-19	2021-11-02	536313
1235.0	Pérez	Wendell	M	23	97319	Basic	2023-07-27	2022-03-10	428565
1236.0	Cabrera	Cody	M	63	97253	Basic	2023-07-07	2011-12-06	791104
1237.0	Perez	Vincent	M	67	97195	Basic	2023-07-30	2014-06-01	992413
1238.0	Gómez	Alexis	M	58	97406	Basic	2023-03-16	2021-09-12	532019
1239.0	Gómez	Alexis	F	68	97141	Obsidian	2022-02-28	2017-08-17	624153
1240.0	López	Alison	F	33	97120	Basic	2023-06-16	2016-01-05	68403
1241.0	Harris	Kirsten	F	42	97387	Platinum	2023-07-06	2013-07-07	268644
1242.0	Wilson	Rickey	M	39	97354	Gold	2023-10-04	2007-08-22	331902
1243.0	Phillips	Yvonne	F	51	97372	Basic	2023-10-20	2022-01-02	99421
1244.0	Castillo	Kevin	M	57	97148	Gold	2022-06-29	2016-02-26	268667
1245.0	Segura	Hannah	F	27	97306	Gold	2023-11-30	2004-09-05	492166
1246.0	Morales	June	F	39	97210	Gold	2022-05-08	2005-06-04	231852
1248.0	Gomez	Dwayne	M	41	97409	Obsidian	2023-10-01	2005-10-30	363995
1249.0	Morales	Donnie	M	53	97344	Gold	2023-09-06	2006-07-13	528976
1250.0	Guzmán	Jaime	M	34	97200	Obsidian	2023-12-24	2015-03-14	107929
1251.0	Guzmán	Jaime	F	71	97428	Gold	2023-09-24	2011-11-15	68403
1252.0	Ramirez	Eileen	F	27	97462	Basic	2022-11-11	2022-08-06	305875
1253.0	Gagnon	Shari	F	51	97173	Obsidian	2023-12-10	2017-12-15	370667
1254.0	Marroquín	Bentley	M	69	97157	Gold	2023-04-27	2003-02-05	367541
1255.0	Serrano	Paige	F	55	97386	Basic	2023-03-31	2015-01-03	996009
1256.0	Chávez	Mia	F	59	97424	Basic	2022-09-20	2006-02-09	468586
1257.0	Cruz	Seth	M	28	97333	Platinum	2022-03-13	2018-05-24	996009
1258.0	Hernández	Elias	M	37	97183	Basic	2023-11-02	2004-04-29	688658
1259.0	Rojas	Trenton	M	43	97162	Platinum	2022-10-15	2009-05-05	9174
1260.0	Ramírez	Dominique	F	26	97423	Basic	2023-08-27	2018-12-19	986635
1261.0	First 20	Vicky	F	66	97341	Basic	2023-03-16	2009-04-13	790748
1262.0	Rojas	Zachary	M	27	97384	Basic	2023-07-18	2021-01-19	990634
1263.0	Sánchez	Zachary	M	30	97433	Basic	2023-12-09	2020-08-20	560283
1264.0	González	Leslie	M	52	97147	Gold	2022-11-09	2010-02-16	722276
1265.0	González	Leslie	F	31	97179	Infinity	2020-09-23	2005-05-21	332920
1266.0	De Los Santos	Grace	F	29	97156	Basic	2023-12-04	2007-01-17	567027
1267.0	Martin	Izabella	F	20	97334	Basic	2022-09-04	2019-04-17	264302
1268.0	Cabrera	Alan	M	61	97441	Gold	2023-11-28	2020-02-08	536587
1269.0	MacDonald	Stephanie	F	36	97370	Basic	2023-04-20	2019-04-23	428365
1270.0	Méndez	Marian	F	74	97118	Basic	2023-08-10	2005-05-02	398083
1271.0	Ramírez	Charles	M	22	97149	Basic	2022-02-22	2005-01-22	305168
1272.0	Torres	Lillie	F	43	97330	Platinum	2023-02-05	2005-01-24	366465
1273.0	Ayala	Oscar	M	65	97126	Basic	2023-01-04	2003-01-03	625462
1274.0	Rodríguez	Nicolas	M	43	97467	Basic	2023-02-14	2019-10-31	987238
1275.0	Sánchez	Diamond	F	41	97221	Basic	2022-12-23	2019-02-02	955617
1276.0	Martin	Kent	M	51	97335	Gold	2023-01-11	2022-06-18	79055
1277.0	Bailey	Connor	M	18	97135	Basic	2023-12-13	2012-02-19	272879
1278.0	Rodríguez	Vernon	M	67	97190	Gold	2023-09-24	2015-06-04	996009
1279.0	Suárez	Adalyn	F	48	97363	Basic	2022-01-07	2020-10-28	11386
1280.0	Fortin	Bianca	F	31	97271	Basic	2023-02-25	2011-10-11	335148
1281.0	Pérez	Geoffrey	M	61	97180	Basic	2023-06-26	2006-03-23	67370
1282.0	Alvarado	Malachi	M	23	97292	Platinum	2022-05-08	2014-02-18	530889
1283.0	Cárdenas	Amanda	F	71	97310	Platinum	2023-09-26	2006-06-24	622848
1284.0	Nava	Jessie	M	58	97343	Obsidian	2021-12-12	2017-10-19	794703
1285.0	Nava	Jessie	F	57	97207	Basic	2022-02-08	2019-07-08	340547
1286.0	Gómez	Dylan	M	60	97393	Platinum	2023-08-28	2004-10-30	335148
1287.0	Fisher	Mackenzie	F	59	97137	Gold	2023-11-18	2020-09-05	596452
1288.0	Vásquez	Billy	M	52	97403	Gold	2022-06-29	2020-11-25	209168
1289.0	Baker	Sharon	F	46	97175	Gold	2022-04-22	2017-08-09	144001
1290.0	Peterson	Neil	M	52	97215	Basic	2023-08-06	2005-11-22	332920
1291.0	Howard	Tonya	F	61	97370	Basic	2022-05-08	2011-08-10	165019
1292.0	Fisher	Lyle	M	76	97254	Basic	2023-03-28	2020-03-19	591279
1293.0	Díaz	Seth	M	30	97414	Gold	2022-03-10	2020-09-21	296109
1294.0	Rojas	Ted	M	48	97301	Basic	2022-04-25	2005-12-12	893970
1295.0	Perry	Abigail	F	37	97373	Basic	2023-06-09	2008-08-25	209168
1296.0	Muñoz	Mindy	F	66	97350	Basic	2023-06-29	2016-11-05	66767
1297.0	Moreno	Lacey	F	31	97384	Basic	2023-10-23	2017-07-19	435051
1299.0	Velásquez	Casey	M	74	97268	Obsidian	2023-01-30	2019-07-27	106726
1300.0	Velásquez	Casey	F	21	97398	Basic	2023-12-14	2021-08-01	720953
1301.0	Morales	Tricia	F	77	97416	Basic	2023-06-03	2023-02-04	852817
1302.0	Carter	Aubree	F	64	97319	Basic	2022-02-07	2019-05-26	961825
1304.0	Sánchez	Ashley	F	55	97324	Basic	2023-01-22	2012-04-13	631538
1305.0	Cárdenas	Malik	M	38	97355	Basic	2023-04-09	2018-03-14	231852
1306.0	Alvarado	Alan	M	41	97340	Gold	2023-02-16	2005-10-20	759165
1307.0	Castillo	Lucy	F	61	97467	Basic	2023-09-03	2006-11-29	536420
1308.0	Anderson	Daniela	F	25	97434	Basic	2023-10-07	2012-06-06	853681
1309.0	Calderón	Amir	M	23	97340	Basic	2023-03-26	2018-04-27	955679
1310.0	Gomez	Shane	M	62	97482	Gold	2023-01-09	2021-08-15	103541
1311.0	Reed	Jayden	M	63	97494	Gold	2023-02-03	2008-08-12	791078
1312.0	Muñoz	Lacey	F	35	97374	Infinity	2020-02-10	2004-10-19	700901
1313.0	Fernández	Tommy	M	35	97272	Gold	2023-11-12	2014-07-29	170818
1314.0	Allen	Calvin	M	18	97448	Platinum	2023-05-10	2010-03-28	629740
1315.0	Márquez	Hunter	M	33	97395	Basic	2023-01-16	2014-07-29	201281
1316.0	Calderón	Rachael	F	32	97447	Platinum	2022-05-23	2016-11-12	13370
1317.0	Rodríguez	Madelyn	F	67	97262	Basic	2022-09-09	2010-06-20	362892
1318.0	de la Cruz	Lauren	F	56	97200	Basic	2023-05-28	2004-06-10	306357
1319.0	Ortega	Ashton	M	34	97279	Platinum	2023-04-13	2005-06-26	860211
1320.0	Roy	Dave	M	47	97192	Basic	2023-10-17	2006-12-06	792195
1321.0	Carter	Arianna	F	48	97253	Infinity	2021-01-17	2012-10-14	629740
1322.0	Gray	Lynda	F	49	97261	Platinum	2022-09-01	2022-04-11	428370
1324.0	Morris	Jose	M	28	97405	Obsidian	2022-06-16	2018-06-01	137314
1326.0	Guzmán	Vanessa	F	60	97442	Basic	2023-10-16	2019-02-21	165019
1327.0	de la Cruz	Justin	M	54	97117	Basic	2023-08-03	2003-02-07	103541
1328.0	Williams	Frederick	M	44	97470	Basic	2023-12-15	2016-10-24	894100
1329.0	Hernández	Robin	M	36	97146	Infinity	2021-09-22	2007-06-11	338917
1330.0	Hernández	Robin	F	66	97333	Gold	2023-06-25	2015-11-18	726299
1331.0	Mejía	Edward	M	23	97200	Gold	2022-09-23	2018-10-21	142749
1332.0	Álvarez	Ana	F	50	97267	Basic	2023-06-17	2013-12-09	628976
1333.0	Aguilar	Danielle	F	31	97256	Platinum	2023-10-26	2016-07-20	893970
1334.0	Pérez	Kristin	F	61	97156	Platinum	2022-12-19	2009-09-05	766276
1336.0	González	Braden	M	57	97442	Platinum	2023-10-07	2014-02-26	985686
1337.0	Guzmán	Jeanette	F	34	97198	Gold	2023-01-16	2006-06-12	235037
1338.0	Wood	Willie	M	57	97201	Platinum	2022-07-21	2020-10-30	77610
1339.0	Wood	Willie	F	32	97144	Platinum	2023-03-02	2007-01-29	172099
1340.0	Miller	Constance	F	59	97172	Platinum	2023-03-14	2019-03-30	307345
1341.0	Brooks	Jody	F	55	97234	Obsidian	2023-09-30	2017-07-01	956041
1342.0	Hernández	Barry	M	74	97373	Basic	2023-11-21	2017-12-01	75662
1343.0	Contreras	Wesley	M	21	97389	Platinum	2023-09-27	2020-10-24	528279
